city_ascii,state_id,state_name,county_name,population,density,timezone
Park Hills,KY,Kentucky,Kenton,2984,1482,America/New_York
Hawaiian Acres,HI,Hawaii,Hawaii,2981,59,Pacific/Honolulu
Oak Trail Shores,TX,Texas,Hood,2981,453,America/Chicago
Paramount-Long Meadow,MD,Maryland,Washington,2981,527,America/New_York
Sumner,IL,Illinois,Lawrence,2980,831,America/Chicago
Buckner,MO,Missouri,Jackson,2980,653,America/Chicago
Eielson AFB,AK,Alaska,Fairbanks North Star,2979,38,America/Anchorage
Nags Head,NC,North Carolina,Dare,2975,174,America/New_York
Ferris,TX,Texas,Ellis,2974,247,America/Chicago
Sherrill,NY,New York,Oneida,2974,496,America/New_York
Smithsburg,MD,Maryland,Washington,2974,1093,America/New_York
Keeseville,NY,New York,Essex,2971,190,America/New_York
Eleele,HI,Hawaii,Kauai,2970,1479,Pacific/Honolulu
Blackstone,VA,Virginia,Nottoway,2970,285,America/New_York
Bayfield,CO,Colorado,La Plata,2970,630,America/Denver
Akron,NY,New York,Erie,2969,548,America/New_York
Hayti,MO,Missouri,Pemiscot,2969,420,America/Chicago
Indian Hills,KY,Kentucky,Jefferson,2968,583,America/New_York
Vista Santa Rosa,CA,California,Riverside,2967,71,America/Los_Angeles
Yountville,CA,California,Napa,2966,769,America/Los_Angeles
New Richmond,OH,Ohio,Clermont,2966,303,America/New_York
Beulah,ND,North Dakota,Mercer,2965,510,America/North_Dakota/Beulah
Newberry,MI,Michigan,Luce,2965,549,America/Detroit
Desert Aire,WA,Washington,Grant,2964,336,America/Los_Angeles
Philippi,WV,West Virginia,Barbour,2964,444,America/New_York
Evansville,WY,Wyoming,Natrona,2964,330,America/Denver
Woodbury Heights,NJ,New Jersey,Gloucester,2964,918,America/New_York
Andrews AFB,MD,Maryland,Prince George's,2964,165,America/New_York
Irvine,KY,Kentucky,Estill,2964,637,America/New_York
Sonterra,TX,Texas,Williamson,2963,477,America/Chicago
Ocean Grove,MA,Massachusetts,Bristol,2963,1728,America/New_York
Kenova,WV,West Virginia,Wayne,2961,866,America/New_York
Bal Harbour,FL,Florida,Miami-Dade,2961,2982,America/New_York
Jacksonwald,PA,Pennsylvania,Berks,2961,647,America/New_York
Penngrove,CA,California,Sonoma,2961,284,America/Los_Angeles
Springfield,KY,Kentucky,Washington,2961,277,America/New_York
Agua Fria,NM,New Mexico,Santa Fe,2959,471,America/Denver
Indian Hills,TX,Texas,Hidalgo,2959,595,America/Chicago
Southern Shores,NC,North Carolina,Dare,2958,289,America/New_York
West,TX,Texas,McLennan,2957,694,America/Chicago
Lykens,PA,Pennsylvania,Dauphin,2956,560,America/New_York
Lucerne,CA,California,Lake,2956,229,America/Los_Angeles
Hopkins,SC,South Carolina,Richland,2956,69,America/New_York
Algoma,WI,Wisconsin,Kewaunee,2954,481,America/Chicago
Inverness Highlands North,FL,Florida,Citrus,2954,604,America/New_York
Summit Hill,PA,Pennsylvania,Carbon,2954,131,America/New_York
Hamilton,TX,Texas,Hamilton,2953,335,America/Chicago
Boutte,LA,Louisiana,Saint Charles,2952,82,America/Chicago
North Barrington,IL,Illinois,Lake,2952,243,America/Chicago
Window Rock,AZ,Arizona,Apache,2952,215,America/Denver
Big Coppitt Key,FL,Florida,Monroe,2951,987,America/New_York
Beaver,UT,Utah,Beaver,2949,184,America/Denver
Deer Lodge,MT,Montana,Powell,2949,766,America/Denver
Flemingsburg,KY,Kentucky,Fleming,2949,402,America/New_York
Ramseur,NC,North Carolina,Randolph,2948,327,America/New_York
Graymoor-Devondale,KY,Kentucky,Jefferson,2948,1543,America/New_York
Springdale,MD,Maryland,Prince George's,2947,1399,America/New_York
Louisiana,MO,Missouri,Pike,2946,395,America/Chicago
Hyde Park,PA,Pennsylvania,Berks,2945,2217,America/New_York
Westville,IL,Illinois,Vermilion,2945,677,America/Chicago
Horace,ND,North Dakota,Cass,2944,98,America/Chicago
East Gaffney,SC,South Carolina,Cherokee,2944,374,America/New_York
Bunnell,FL,Florida,Flagler,2943,8,America/New_York
National Park,NJ,New Jersey,Gloucester,2943,1127,America/New_York
Ozona,TX,Texas,Crockett,2943,242,America/Chicago
Trenton,FL,Florida,Gilchrist,2942,245,America/New_York
Pioneer Village,KY,Kentucky,Bullitt,2941,926,America/New_York
East Greenville,PA,Pennsylvania,Montgomery,2940,2218,America/New_York
Malakoff,TX,Texas,Henderson,2939,309,America/Chicago
Eunice,NM,New Mexico,Lea,2937,297,America/Denver
Dresden,TN,Tennessee,Weakley,2937,190,America/Chicago
Raoul,GA,Georgia,Habersham,2937,565,America/New_York
Iuka,MS,Mississippi,Tishomingo,2937,116,America/Chicago
Seagraves,TX,Texas,Gaines,2936,780,America/Chicago
Newton,IL,Illinois,Jasper,2936,528,America/Chicago
Watkinsville,GA,Georgia,Oconee,2936,347,America/New_York
North Lakeville,MA,Massachusetts,Plymouth,2936,224,America/New_York
Port Richey,FL,Florida,Pasco,2933,510,America/New_York
Haskell,TX,Texas,Haskell,2933,338,America/Chicago
Liberty Hill,TX,Texas,Williamson,2931,504,America/Chicago
Sterlington,LA,Louisiana,Ouachita,2931,400,America/Chicago
Winchester,CA,California,Riverside,2931,141,America/Los_Angeles
Lake Wissota,WI,Wisconsin,Chippewa,2929,299,America/Chicago
Barton Creek,TX,Texas,Travis,2928,230,America/Chicago
North Sioux City,SD,South Dakota,Union,2928,421,America/Chicago
Springville,AL,Alabama,Saint Clair,2927,186,America/Chicago
Potala Pastillo,PR,Puerto Rico,Juana Díaz,2927,2220,America/Puerto_Rico
Potosi,TX,Texas,Taylor,2925,61,America/Chicago
Weedsport,NY,New York,Cayuga,2925,675,America/New_York
Canadian Lakes,MI,Michigan,Mecosta,2925,118,America/Detroit
Williston,SC,South Carolina,Barnwell,2925,126,America/New_York
Eagle Grove,IA,Iowa,Wright,2924,319,America/Chicago
Nocona,TX,Texas,Montague,2923,411,America/Chicago
Wyldwood,TX,Texas,Bastrop,2923,93,America/Chicago
Simpsonville,KY,Kentucky,Shelby,2923,479,America/New_York
Churchill,PA,Pennsylvania,Allegheny,2921,515,America/New_York
East Syracuse,NY,New York,Onondaga,2920,695,America/New_York
Clarksville,TX,Texas,Red River,2919,387,America/Chicago
Florida,NY,New York,Orange,2919,500,America/New_York
Rossmoor,NJ,New Jersey,Middlesex,2918,1253,America/New_York
Minden,NE,Nebraska,Kearney,2918,516,America/Chicago
Cornwall-on-Hudson,NY,New York,Orange,2918,567,America/New_York
Norco,LA,Louisiana,Saint Charles,2917,327,America/Chicago
Pleasant Gap,PA,Pennsylvania,Centre,2917,688,America/New_York
La Selva Beach,CA,California,Santa Cruz,2917,212,America/Los_Angeles
Loogootee,IN,Indiana,Martin,2917,666,America/Indiana/Vincennes
Hooks,TX,Texas,Bowie,2916,502,America/Chicago
Chenango Bridge,NY,New York,Broome,2916,459,America/New_York
New Hope,AL,Alabama,Madison,2916,130,America/Chicago
Chaffee,MO,Missouri,Scott,2916,623,America/Chicago
Woodlynne,NJ,New Jersey,Camden,2915,5173,America/New_York
Strathmore,CA,California,Tulare,2915,792,America/Los_Angeles
Marysville,KS,Kansas,Marshall,2915,275,America/Chicago
Lakeview,OR,Oregon,Lake,2915,366,America/Los_Angeles
Castle Rock,WA,Washington,Cowlitz,2914,425,America/Los_Angeles
Greenbriar,FL,Florida,Pinellas,2914,1874,America/New_York
Galena,IL,Illinois,Jo Daviess,2914,272,America/Chicago
Girard,PA,Pennsylvania,Erie,2913,479,America/New_York
Hortonville,WI,Wisconsin,Outagamie,2912,331,America/Chicago
Tonkawa,OK,Oklahoma,Kay,2911,214,America/Chicago
La Dolores,PR,Puerto Rico,Río Grande,2911,1704,America/Puerto_Rico
Seaside Heights,NJ,New Jersey,Ocean,2910,1820,America/New_York
Murfreesboro,NC,North Carolina,Hertford,2910,510,America/New_York
La Fayette,AL,Alabama,Chambers,2910,126,America/Chicago
Day Heights,OH,Ohio,Clermont,2910,953,America/New_York
Holly Hills,CO,Colorado,Arapahoe,2909,1914,America/Denver
Indialantic,FL,Florida,Brevard,2908,1155,America/New_York
Elizabethtown,NC,North Carolina,Bladen,2908,280,America/New_York
Brighton,TN,Tennessee,Tipton,2908,369,America/Chicago
East Douglas,MA,Massachusetts,Worcester,2908,329,America/New_York
Womelsdorf,PA,Pennsylvania,Berks,2907,1295,America/New_York
Hartley,CA,California,Solano,2907,173,America/Los_Angeles
Louisville,GA,Georgia,Jefferson,2907,237,America/New_York
Meadow Glade,WA,Washington,Clark,2906,308,America/Los_Angeles
Wise,VA,Virginia,Wise,2906,370,America/New_York
Walsenburg,CO,Colorado,Huerfano,2906,391,America/Denver
DeWitt,AR,Arkansas,Arkansas,2906,387,America/Chicago
Oxoboxo River,CT,Connecticut,New London,2906,262,America/New_York
New Madrid,MO,Missouri,New Madrid,2906,242,America/Chicago
Sands Point,NY,New York,Nassau,2905,265,America/New_York
Cordaville,MA,Massachusetts,Worcester,2905,617,America/New_York
Eagle Lake,FL,Florida,Polk,2904,572,America/New_York
Spring Lake,NJ,New Jersey,Monmouth,2904,841,America/New_York
Wanakah,NY,New York,Erie,2904,930,America/New_York
Roslyn,NY,New York,Nassau,2902,1735,America/New_York
East Norwich,NY,New York,Nassau,2902,1064,America/New_York
Fairbanks Ranch,CA,California,San Diego,2901,219,America/Los_Angeles
Brillion,WI,Wisconsin,Calumet,2900,425,America/Chicago
Acres Green,CO,Colorado,Douglas,2899,1861,America/Denver
Poplarville,MS,Mississippi,Pearl River,2899,206,America/Chicago
Jacksonville,OR,Oregon,Jackson,2899,591,America/Los_Angeles
Westhampton,NY,New York,Suffolk,2898,88,America/New_York
Hildale,UT,Utah,Washington,2896,199,America/Denver
Parowan,UT,Utah,Iron,2894,176,America/Denver
Gladwin,MI,Michigan,Gladwin,2894,388,America/Detroit
Tularosa,NM,New Mexico,Otero,2893,411,America/Denver
North Shore,CA,California,Riverside,2892,99,America/Los_Angeles
Marks,MS,Mississippi,Quitman,2892,426,America/Chicago
Villano Beach,FL,Florida,Saint Johns,2890,629,America/New_York
Valley,NE,Nebraska,Douglas,2890,233,America/Chicago
West Burlington,IA,Iowa,Des Moines,2890,232,America/Chicago
Seminole Manor,FL,Florida,Palm Beach,2889,2758,America/New_York
Bowling Green,FL,Florida,Hardee,2887,884,America/New_York
Fairfield Harbour,NC,North Carolina,Craven,2887,387,America/New_York
Wewoka,OK,Oklahoma,Seminole,2887,258,America/Chicago
Somerset,WI,Wisconsin,Saint Croix,2885,389,America/Chicago
Lake Royale,NC,North Carolina,Franklin,2884,171,America/New_York
Lake Nacimiento,CA,California,San Luis Obispo,2884,107,America/Los_Angeles
Lawnside,NJ,New Jersey,Camden,2882,777,America/New_York
Northeast Ithaca,NY,New York,Tompkins,2881,756,America/New_York
Great Neck Estates,NY,New York,Nassau,2879,1451,America/New_York
Feasterville,PA,Pennsylvania,Bucks,2879,1727,America/New_York
Norton Center,MA,Massachusetts,Bristol,2879,655,America/New_York
Corning,AR,Arkansas,Clay,2877,368,America/Chicago
Cherry Valley,IL,Illinois,Winnebago,2877,132,America/Chicago
Brandenburg,KY,Kentucky,Meade,2877,271,America/New_York
Chincoteague,VA,Virginia,Accomack,2875,119,America/New_York
Golden Beach,MD,Maryland,Saint Mary's,2875,292,America/New_York
Bartlett,TX,Texas,Williamson,2873,547,America/Chicago
Williamson,WV,West Virginia,Mingo,2872,315,America/New_York
Sale Creek,TN,Tennessee,Hamilton,2872,36,America/New_York
Niantic,CT,Connecticut,New London,2872,748,America/New_York
Portageville,MO,Missouri,New Madrid,2872,560,America/Chicago
Buckeye Lake,OH,Ohio,Licking,2871,561,America/New_York
Hanapepe,HI,Hawaii,Kauai,2870,1200,Pacific/Honolulu
La Villa,TX,Texas,Hidalgo,2870,1857,America/Chicago
Venetian Village,IL,Illinois,Lake,2870,633,America/Chicago
Bainbridge,OH,Ohio,Geauga,2870,326,America/New_York
Williamstown,WV,West Virginia,Wood,2869,743,America/New_York
Aguas Buenas,PR,Puerto Rico,Aguas Buenas,2866,1146,America/Puerto_Rico
Shady Shores,TX,Texas,Denton,2865,380,America/Chicago
Channel Islands Beach,CA,California,Ventura,2864,2712,America/Los_Angeles
Columbiana,AL,Alabama,Shelby,2864,101,America/Chicago
Mountain View,AR,Arkansas,Stone,2863,151,America/Chicago
Soperton,GA,Georgia,Treutlen,2862,276,America/New_York
Knightstown,IN,Indiana,Henry,2862,800,America/Indiana/Indianapolis
Toftrees,PA,Pennsylvania,Centre,2861,1195,America/New_York
Koloa,HI,Hawaii,Kauai,2859,882,Pacific/Honolulu
Brackettville,TX,Texas,Kinney,2859,230,America/Chicago
Lawrenceville,VA,Virginia,Brunswick,2859,342,America/New_York
Belle Meade,TN,Tennessee,Davidson,2858,359,America/Chicago
Youngwood,PA,Pennsylvania,Westmoreland,2857,575,America/New_York
Oliver,PA,Pennsylvania,Fayette,2857,496,America/New_York
Covington,OH,Ohio,Miami,2857,762,America/New_York
Oostburg,WI,Wisconsin,Sheboygan,2856,596,America/Chicago
Fairfax,IA,Iowa,Linn,2856,364,America/Chicago
Lake City,PA,Pennsylvania,Erie,2854,613,America/New_York
Experiment,GA,Georgia,Spalding,2853,370,America/New_York
Konterra,MD,Maryland,Prince George's,2853,181,America/New_York
Rushville,IL,Illinois,Schuyler,2851,665,America/Chicago
Ellsworth,WI,Wisconsin,Pierce,2850,337,America/Chicago
Gold Beach,OR,Oregon,Curry,2850,351,America/Los_Angeles
Biscoe,NC,North Carolina,Montgomery,2848,246,America/New_York
Linden,AZ,Arizona,Navajo,2848,36,America/Phoenix
Mountville,PA,Pennsylvania,Lancaster,2847,1277,America/New_York
Clayton,AL,Alabama,Barbour,2847,162,America/Chicago
Mount Orab,OH,Ohio,Brown,2847,137,America/New_York
Meadowood,PA,Pennsylvania,Butler,2846,701,America/New_York
Eufaula,OK,Oklahoma,McIntosh,2846,166,America/Chicago
Manatee Road,FL,Florida,Levy,2845,84,America/New_York
Woodlawn Beach,FL,Florida,Santa Rosa,2844,462,America/Chicago
Poplar,MT,Montana,Roosevelt,2844,1166,America/Denver
Lucedale,MS,Mississippi,George,2843,190,America/Chicago
Hacienda San Jose,PR,Puerto Rico,Caguas,2843,1975,America/Puerto_Rico
Midway South,TX,Texas,Hidalgo,2842,1057,America/Chicago
Almont,MI,Michigan,Lapeer,2842,802,America/Detroit
Mount Morris,MI,Michigan,Genesee,2842,955,America/Detroit
Chico,WA,Washington,Kitsap,2840,478,America/Los_Angeles
Hypoluxo,FL,Florida,Palm Beach,2839,1932,America/New_York
West Grove,PA,Pennsylvania,Chester,2839,1684,America/New_York
Statham,GA,Georgia,Barrow,2839,270,America/New_York
Central Heights-Midland City,AZ,Arizona,Gila,2838,572,America/Phoenix
Jean Lafitte,LA,Louisiana,Jefferson,2837,131,America/Chicago
Lakeland,GA,Georgia,Lanier,2837,410,America/New_York
West Ishpeming,MI,Michigan,Marquette,2837,370,America/Detroit
Ashland,NE,Nebraska,Saunders,2836,927,America/Chicago
Thayer,MO,Missouri,Oregon,2836,336,America/Chicago
North Boston,NY,New York,Erie,2835,268,America/New_York
Williams,AZ,Arizona,Coconino,2835,28,America/Phoenix
Drumright,OK,Oklahoma,Creek,2835,145,America/Chicago
Stigler,OK,Oklahoma,Haskell,2835,382,America/Chicago
Crown Heights,NY,New York,Dutchess,2834,1296,America/New_York
Mountain Iron,MN,Minnesota,Saint Louis,2834,16,America/Chicago
Canadian,TX,Texas,Hemphill,2833,802,America/Chicago
Kings Beach,CA,California,Placer,2833,318,America/Los_Angeles
Granite Hills,CA,California,San Diego,2833,391,America/Los_Angeles
Winner,SD,South Dakota,Tripp,2833,474,America/Chicago
Amesti,CA,California,Santa Cruz,2832,371,America/Los_Angeles
Riverview,MO,Missouri,Saint Louis,2832,1307,America/Chicago
North Catasauqua,PA,Pennsylvania,Northampton,2831,1522,America/New_York
Apison,TN,Tennessee,Hamilton,2830,76,America/New_York
Saint Clair,PA,Pennsylvania,Schuylkill,2830,886,America/New_York
Ellsworth,KS,Kansas,Ellsworth,2830,480,America/Chicago
Lake City,GA,Georgia,Clayton,2829,591,America/New_York
Gambrills,MD,Maryland,Anne Arundel,2829,144,America/New_York
Vivian,LA,Louisiana,Caddo,2827,244,America/Chicago
Holly Ridge,NC,North Carolina,Onslow,2827,272,America/New_York
David City,NE,Nebraska,Butler,2826,639,America/Chicago
Pleasant Hill,PA,Pennsylvania,Lebanon,2825,1480,America/New_York
Watonga,OK,Oklahoma,Blaine,2825,268,America/Chicago
Stamford,TX,Texas,Jones,2824,190,America/Chicago
Moscow,PA,Pennsylvania,Lackawanna,2823,275,America/New_York
Lyndonville,VT,Vermont,Caledonia,2821,635,America/New_York
Brush Prairie,WA,Washington,Clark,2820,141,America/Los_Angeles
Carrabelle,FL,Florida,Franklin,2820,227,America/New_York
Homedale,ID,Idaho,Owyhee,2820,743,America/Boise
Westminster,LA,Louisiana,East Baton Rouge,2819,969,America/Chicago
Lodi,OH,Ohio,Medina,2819,498,America/New_York
Perkins,OK,Oklahoma,Payne,2817,358,America/Chicago
Minster,OH,Ohio,Auglaize,2817,522,America/New_York
Owensville,MO,Missouri,Gasconade,2817,378,America/Chicago
Milaca,MN,Minnesota,Mille Lacs,2816,342,America/Chicago
Blountville,TN,Tennessee,Sullivan,2813,220,America/New_York
Wilton,IA,Iowa,Muscatine,2813,529,America/Chicago
Bar Nunn,WY,Wyoming,Natrona,2812,517,America/Denver
Escatawpa,MS,Mississippi,Jackson,2811,162,America/Chicago
Watergate,FL,Florida,Palm Beach,2810,2655,America/New_York
Clearbrook Park,NJ,New Jersey,Middlesex,2810,1241,America/New_York
Halfway House,PA,Pennsylvania,Montgomery,2810,529,America/New_York
Lesslie,SC,South Carolina,York,2809,178,America/New_York
Wolfdale,PA,Pennsylvania,Washington,2808,451,America/New_York
Staples,MN,Minnesota,Todd,2808,243,America/Chicago
Woodbury,TN,Tennessee,Cannon,2807,568,America/Chicago
Douglas,MI,Michigan,Allegan,2806,291,America/Detroit
Kenhorst,PA,Pennsylvania,Berks,2805,1847,America/New_York
Sixteen Mile Stand,OH,Ohio,Hamilton,2804,972,America/New_York
Roseau,MN,Minnesota,Roseau,2804,390,America/Chicago
Richmond,UT,Utah,Cache,2803,314,America/Denver
Lanai City,HI,Hawaii,Maui,2802,159,Pacific/Honolulu
Lake Helen,FL,Florida,Volusia,2801,241,America/New_York
Brockway,PA,Pennsylvania,Jefferson,2801,685,America/New_York
Bushnell,IL,Illinois,McDonough,2800,522,America/Chicago
Wernersville,PA,Pennsylvania,Berks,2799,1438,America/New_York
Warden,WA,Washington,Grant,2798,369,America/Los_Angeles
Bennett,CO,Colorado,Adams,2798,186,America/Denver
Fraser,CO,Colorado,Grand,2798,148,America/Denver
Sneads Ferry,NC,North Carolina,Onslow,2797,284,America/New_York
Lakewood,NY,New York,Chautauqua,2797,546,America/New_York
Seward,AK,Alaska,Kenai Peninsula,2796,77,America/Anchorage
Davis,OK,Oklahoma,Murray,2796,101,America/Chicago
Mount Healthy Heights,OH,Ohio,Hamilton,2796,1455,America/New_York
Montana City,MT,Montana,Jefferson,2796,31,America/Denver
Lake Arthur,LA,Louisiana,Jefferson Davis,2795,572,America/Chicago
West Portsmouth,OH,Ohio,Scioto,2795,229,America/New_York
Village of Grosse Pointe Shores,MI,Michigan,Wayne,2794,968,America/Toronto
Harbor Bluffs,FL,Florida,Pinellas,2793,1548,America/New_York
Rineyville,KY,Kentucky,Hardin,2793,236,America/New_York
Beach City,TX,Texas,Chambers,2792,240,America/Chicago
North Kingsville,OH,Ohio,Ashtabula,2792,121,America/New_York
Guntown,MS,Mississippi,Lee,2792,231,America/Chicago
Arcola,IL,Illinois,Douglas,2789,540,America/Chicago
Weatogue,CT,Connecticut,Hartford,2788,359,America/New_York
Gloverville,SC,South Carolina,Aiken,2788,296,America/New_York
West Hammond,NM,New Mexico,San Juan,2787,138,America/Denver
Marshville,NC,North Carolina,Union,2787,516,America/New_York
Grantville,GA,Georgia,Coweta,2787,219,America/New_York
Las Lomas,TX,Texas,Starr,2786,2736,America/Chicago
Little Flock,AR,Arkansas,Benton,2786,143,America/Chicago
Alianza,PR,Puerto Rico,Camuy,2786,1074,America/Puerto_Rico
Knob Noster,MO,Missouri,Johnson,2785,373,America/Chicago
Colfax,WA,Washington,Whitman,2784,293,America/Los_Angeles
Schulenburg,TX,Texas,Fayette,2784,430,America/Chicago
Lula,GA,Georgia,Hall,2781,269,America/New_York
Rising Sun,MD,Maryland,Cecil,2781,660,America/New_York
Sisters,OR,Oregon,Deschutes,2781,571,America/Los_Angeles
Fearrington Village,NC,North Carolina,Chatham,2780,600,America/New_York
Munising,MI,Michigan,Alger,2780,161,America/Detroit
South Padre Island,TX,Texas,Cameron,2778,399,America/Chicago
Allendale,SC,South Carolina,Allendale,2777,341,America/New_York
Brighton,AL,Alabama,Jefferson,2775,757,America/Chicago
